4343063	ID:2	33
4343428	ID:2	39
4343793	ID:2	38
4344160	ID:2	39
4344599	ID:2	38
4344966	ID:2	39
4345993	ID:2	38
4347060	ID:2	39
4347882	ID:2	38
4348248	ID:2	39
4348776	ID:2	38
4982043	ID:2	89
4982439	ID:2	88
4983217	ID:2	89
4983537	ID:2	0
4983893	ID:2	1
4984314	ID:2	60
4984667	ID:2	61
4984936	ID:2	3
4985301	ID:2	58
4985578	ID:2	4
4985965	ID:2	60
4986318	ID:2	61
4986678	ID:2	62
4986946	ID:2	5
4987204	ID:2	6
4987558	ID:2	59
4987924	ID:2	58
4988286	ID:2	60
4988638	ID:2	61
4988999	ID:2	62
4989360	ID:2	59
4989725	ID:2	58
4990087	ID:2	60
4990440	ID:2	61
4990801	ID:2	62
4991162	ID:2	59
4991527	ID:2	58
4991889	ID:2	60
4992242	ID:2	61
4992603	ID:2	59
4992969	ID:2	58
4993244	ID:2	7
4993625	ID:2	60
4993977	ID:2	61
4994338	ID:2	62
4994604	ID:2	8
4994861	ID:2	9
4995215	ID:2	59
4995581	ID:2	58
4995943	ID:2	60
4996295	ID:2	61
4996656	ID:2	62
4997017	ID:2	59
4997382	ID:2	58
4997744	ID:2	60
4998097	ID:2	61
4998458	ID:2	62
4998819	ID:2	59
4999184	ID:2	58
4999546	ID:2	60
4999899	ID:2	61
5000260	ID:2	62
5000621	ID:2	59
5000986	ID:2	58
5001348	ID:2	60
5001701	ID:2	61
5002061	ID:2	62
5002422	ID:2	59
5002788	ID:2	58
5003150	ID:2	60
5003502	ID:2	61
5003863	ID:2	62
5004224	ID:2	59
5004589	ID:2	58
5004951	ID:2	60
5005304	ID:2	61
5005665	ID:2	62
5006026	ID:2	59
5006391	ID:2	58
5006753	ID:2	60
5007106	ID:2	61
5007467	ID:2	62
5007828	ID:2	59
5008193	ID:2	58
5008555	ID:2	60
5008908	ID:2	61
5009268	ID:2	62
5009629	ID:2	59
5009995	ID:2	58
5010357	ID:2	60
5010709	ID:2	61
5011070	ID:2	62
5011431	ID:2	59
5011796	ID:2	58
5012158	ID:2	60
5012511	ID:2	61
5012872	ID:2	62
5013233	ID:2	59
5013598	ID:2	58
5013960	ID:2	60
5014313	ID:2	61
5014674	ID:2	62
5015035	ID:2	59
5015400	ID:2	58
5015762	ID:2	60
5016115	ID:2	61
5016475	ID:2	62
5016836	ID:2	59
5017202	ID:2	58
5017564	ID:2	60
5017916	ID:2	61
5018277	ID:2	62
5018638	ID:2	59
5019003	ID:2	58
5019365	ID:2	60
5019718	ID:2	61
5020080	ID:2	59
5020445	ID:2	58
5020818	ID:2	10
5021303	ID:2	11
5021657	ID:2	59
5022043	ID:2	39
5023337	ID:2	110
5023794	ID:2	111
5024708	ID:2	49
5025075	ID:2	50
5025445	ID:2	51
5025942	ID:2	52
5026833	ID:2	100
5027300	ID:2	101
5027660	ID:2	53
5028012	ID:2	54
5028362	ID:2	40
5028737	ID:2	49
5029104	ID:2	50
5029457	ID:2	51
5029954	ID:2	52
5030554	ID:2	53
5030906	ID:2	54
5031280	ID:2	41
5031705	ID:2	48
5032085	ID:2	55
5032442	ID:2	38
5032809	ID:2	39
5033177	ID:2	91
5033834	ID:2	21
5034250	ID:2	60
5034604	ID:2	61
5034964	ID:2	62
5035334	ID:2	58
5035694	ID:2	60
5036048	ID:2	61
5036408	ID:2	62
5036770	ID:2	59
5037135	ID:2	58
5037496	ID:2	60
5037850	ID:2	61
5038209	ID:2	62
5038572	ID:2	59
5038937	ID:2	58
5039298	ID:2	60
5039652	ID:2	61
5040011	ID:2	62
5040374	ID:2	59
5040739	ID:2	58
5041099	ID:2	60
5041453	ID:2	61
5041813	ID:2	62
5042175	ID:2	59
5042541	ID:2	58
5042901	ID:2	60
5043255	ID:2	61
5043615	ID:2	62
5043977	ID:2	59
5044342	ID:2	58
5044703	ID:2	60
5045057	ID:2	61
5045416	ID:2	62
5045779	ID:2	59
5046144	ID:2	58
5046505	ID:2	60
5046859	ID:2	61
5047218	ID:2	62
5047581	ID:2	59
5047946	ID:2	58
5048306	ID:2	60
5048660	ID:2	61
5049020	ID:2	62
5049382	ID:2	59
5049748	ID:2	58
5050108	ID:2	60
5050462	ID:2	61
5050822	ID:2	62
5051184	ID:2	59
5051549	ID:2	58
5051910	ID:2	60
5052264	ID:2	61
5052623	ID:2	62
5052986	ID:2	59
5053351	ID:2	58
5053712	ID:2	60
5054066	ID:2	61
5054425	ID:2	62
5054788	ID:2	59
5055153	ID:2	58
5055513	ID:2	60
5055867	ID:2	61
5056227	ID:2	62
5056589	ID:2	59
5056955	ID:2	58
5057315	ID:2	60
5057669	ID:2	61
5058029	ID:2	62
5058391	ID:2	59
5058756	ID:2	58
5059117	ID:2	60
5059471	ID:2	61
5059830	ID:2	62
